fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
328270,1,2021-01-10T00:00:00+00:00,,0,0,0,0,5,3,4,4,14,11,5,4,9,6,5,5,17,12,4,5,3,1,54%,46%,4,2,0,0,2,5,449,369,380,303,85%,82%,3.8,3.05,2.15,Gremio,130,Fortaleza EC,154
328268,0,2021-01-10T19:00:00+00:00,,0,0,0,1,5,2,14,1,26,7,7,4,14,3,12,4,19,21,7,3,,,68%,32%,2,4,0,0,1,5,532,251,475,171,89%,68%,1.47,4.25,7,Santos,128,Sao Paulo,126
328273,0,2021-01-10T19:00:00+00:00,,0,1,0,2,5,4,12,1,21,8,4,3,14,5,7,3,10,12,6,1,3,0,74%,26%,3,1,0,0,2,5,677,232,612,168,90%,72%,1.4,5,7,Ceara,129,Flamengo,127
328271,1,2021-01-10T21:15:00+00:00,,1,0,1,1,5,4,5,4,13,16,3,8,8,11,5,5,20,18,6,6,3,1,42%,58%,2,1,0,0,3,4,298,416,229,351,77%,84%,2.2,3.05,3.15,Bahia,118,Atletico Goianiense,144
328274,2,2021-01-10T21:15:00+00:00,,1,0,1,0,3,4,5,5,10,14,2,5,6,11,4,3,14,14,6,2,2,1,41%,59%,0,2,0,0,4,2,331,477,261,385,79%,81%,1.45,4.22,7.5,Goias,151,Internacional,119
328266,2,2021-01-10T23:30:00+00:00,,1,0,3,0,7,5,4,5,18,12,7,2,13,8,5,4,11,13,6,3,0,4,50%,50%,1,0,0,0,4,3,457,456,377,384,82%,84%,2.45,3,3.1,Botafogo,120,Vasco DA Gama,133
328269,1,2021-01-11T23:00:00+00:00,,1,0,2,2,4,6,2,7,11,19,5,6,7,13,4,6,15,11,6,6,0,1,44%,56%,4,0,0,0,4,2,389,491,310,412,80%,84%,3,3.2,2.15,Atletico-MG,1062,Bragantino,794
328265,2,2021-01-14T00:30:00+00:00,,1,0,5,0,8,2,4,5,19,13,7,6,10,8,9,5,17,16,3,3,1,3,57%,43%,1,2,0,0,2,3,511,366,435,303,85%,83%,2,2.9,3.6,Fluminense,124,Corinthians,131
328280,,2021-01-16T00:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.1,3.1,Gremio,130,Palmeiras,121
328281,,2021-01-16T22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,3.2,4.6,Sport Recife,123,Fluminense,124
328282,,2021-01-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.3,4,Coritiba,147,Vasco DA Gama,133
328276,,2021-01-17T19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,3.5,4.6,Botafogo,120,Santos,128
328277,,2021-01-17T19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3,2.2,Sao Paulo,126,Atletico Paranaense,134
328284,,2021-01-17T21:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,4,7.75,Atletico Goianiense,144,Atletico-MG,1062
328278,,2021-01-17T23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.95,2.9,Bragantino,794,Ceara,129
328283,,2021-01-17T23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,3.6,5.25,Fortaleza EC,154,Internacional,119
328259,,2021-01-18T22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,3.15,4.43,Corinthians,131,Palmeiras,121
328275,,2021-01-18T23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,4.33,1.44,Flamengo,127,Goias,151
