fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
568264,1,2021-01-08T19:00:00+00:00,,0,0,0,0,1,7,5,14,9,26,3,5,9,12,0,14,17,12,5,12,0,2,25%,75%,4,1,0,0,7,1,213,622,140,564,66%,91%,5,3.75,1.66,Estac Troyes,110,Dunkerque,1304
568265,0,2021-01-08T19:00:00+00:00,,0,0,2,3,3,6,4,5,10,12,3,1,4,5,6,7,13,12,8,3,1,1,49%,51%,2,2,0,0,3,1,457,472,394,398,86%,84%,3.28,3.21,2.4,Guingamp,90,Chateauroux,107
568266,0,2021-01-08T19:00:00+00:00,,0,0,0,2,1,2,6,4,10,7,3,1,7,3,3,4,13,11,4,2,5,1,55%,45%,3,1,0,0,0,1,490,406,390,313,80%,77%,2.28,3.22,3.36,Valenciennes,105,LE Havre,111
568267,1,2021-01-08T19:00:00+00:00,,1,1,2,2,4,4,3,2,8,8,1,2,6,5,2,3,20,21,3,5,5,5,56%,44%,1,3,0,0,3,2,422,310,326,227,77%,73%,2.2,2.8,3.25,Rodez,1301,Nancy,102
568268,0,2021-01-08T19:00:00+00:00,,0,1,1,3,3,5,5,4,10,13,2,4,6,8,4,5,12,14,8,3,2,2,53%,47%,2,0,0,0,2,2,359,318,239,216,67%,68%,2.6,2.85,3,Chambly Thelle FC,1291,PAU,1297
568269,1,2021-01-08T19:00:00+00:00,,0,0,0,0,4,2,2,7,8,11,2,2,3,7,5,4,10,13,6,2,3,2,51%,49%,1,2,0,0,2,4,426,406,347,319,81%,79%,3.4,2.93,2.36,Clermont Foot,99,Sochaux,115
568270,1,2021-01-08T19:00:00+00:00,,0,1,1,1,4,4,3,4,10,8,3,0,5,5,5,3,16,10,2,8,2,2,55%,45%,2,0,0,0,3,3,490,381,386,267,79%,70%,2.27,3.05,3.78,Ajaccio,98,Paris FC,114
568271,0,2021-01-08T19:00:00+00:00,,0,2,0,2,0,7,10,3,15,12,5,2,7,9,8,3,21,16,8,7,1,1,59%,41%,1,4,0,0,5,0,448,300,350,220,78%,73%,3,2.87,2.3,Amiens,87,Niort,113
568263,1,2021-01-09T14:00:00+00:00,,0,1,2,2,7,7,3,3,16,11,6,1,10,7,6,4,11,11,5,2,0,5,54%,46%,0,2,0,1,5,5,454,383,368,293,81%,77%,2.67,3.06,3.02,Auxerre,108,Grenoble,101
568272,1,2021-01-11T19:45:00+00:00,,2,1,2,2,3,5,6,3,10,13,1,5,7,9,3,4,10,13,2,8,1,3,40%,60%,2,2,0,0,3,1,353,501,251,407,71%,81%,3.28,3.15,2.34,Toulouse,96,Caen,88
568279,,2021-01-16T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,3.1,5,Sochaux,115,Estac Troyes,110
568280,,2021-01-16T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,3.1,3.4,Grenoble,101,Toulouse,96
568273,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3,3.2,Niort,113,Chambly Thelle FC,1291
568274,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,3.98,5.9,Chateauroux,107,Auxerre,108
568275,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.9,4.2,LE Havre,111,Amiens,87
568276,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3,3.3,Caen,88,Ajaccio,98
568277,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,4,6,Dunkerque,1304,Clermont Foot,99
568278,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.95,3.5,Nancy,102,Guingamp,90
568281,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3,3.4,PAU,1297,Rodez,1301
568282,,2021-01-16T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.05,2.5,Paris FC,114,Valenciennes,105
