fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
571652,1,2021-01-09T20:00:00+00:00,,0,1,1,1,5,4,5,1,16,11,6,6,7,5,9,6,19,8,5,2,4,1,43%,57%,2,2,0,0,3,4,387,515,301,428,78%,83%,2.72,3.24,2.94,Nice,84,Metz,112
571653,0,2021-01-09T20:00:00+00:00,,0,1,0,1,2,4,6,3,11,10,3,3,7,7,4,3,16,15,4,4,2,1,65%,35%,1,1,0,0,3,2,586,315,502,209,86%,66%,2.4,3.35,2.95,Strasbourg,95,Lens,116
571654,1,2021-01-09T20:00:00+00:00,,0,0,0,0,0,4,4,5,4,11,0,2,2,8,2,3,13,13,0,6,5,3,41%,59%,3,2,0,0,4,0,395,555,303,440,77%,79%,4.5,3.5,1.8,Marseille,81,Dijon,89
571655,2,2021-01-09T20:00:00+00:00,,2,1,2,1,6,4,7,5,16,12,3,3,11,7,5,5,10,10,5,3,1,4,48%,52%,2,0,0,0,3,4,488,522,391,431,80%,83%,2.23,3.44,3.6,Lorient,97,Bordeaux,78
571656,2,2021-01-09T20:00:00+00:00,,1,0,3,0,4,2,7,3,13,6,2,1,11,4,2,2,9,10,5,2,3,0,55%,45%,2,0,0,0,2,2,602,473,506,357,84%,75%,1.61,3.75,5.5,Angers,77,Monaco,91
571657,1,2021-01-09T20:00:00+00:00,,1,0,1,1,6,3,1,7,8,12,1,2,7,2,1,10,18,11,1,8,1,2,47%,53%,5,0,0,0,2,3,424,474,350,412,83%,87%,2.05,3.5,3.6,Nantes,83,Montpellier,82
571658,2,2021-01-09T20:00:00+00:00,,2,0,3,1,3,6,3,5,7,14,1,3,4,11,3,3,19,17,0,3,0,2,34%,66%,2,4,0,0,5,0,305,568,214,477,70%,84%,2.63,3.2,3.11,Saint Etienne,1063,Reims,93
571659,2,2021-01-09T20:00:00+00:00,,1,0,3,0,11,2,6,6,22,12,5,4,17,6,5,6,7,13,7,4,3,0,60%,40%,1,1,0,0,2,8,671,425,610,360,91%,85%,1.17,8,14,Stade Brestois 29,106,Paris Saint Germain,85
571660,0,2021-01-09T20:00:00+00:00,,0,1,0,1,0,2,3,4,7,10,4,4,5,8,2,2,12,13,2,3,1,1,48%,52%,0,3,0,0,1,0,482,521,384,434,80%,83%,7.5,4.5,1.45,Lille,79,Nimes,92
571661,1,2021-01-09T20:00:00+00:00,,1,0,2,2,6,4,6,7,14,13,2,2,7,7,7,6,12,16,2,5,1,0,55%,45%,1,2,0,0,2,5,601,486,520,407,87%,84%,3.6,3.5,2.05,Lyon,80,Rennes,94
571670,,2021-01-15T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.8,1.83,Monaco,91,Montpellier,82
571667,,2021-01-16T16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,5,8.5,Nimes,92,Marseille,81
571665,,2021-01-16T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,5,1.33,Paris Saint Germain,85,Angers,77
571664,,2021-01-17T12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.72,2.24,Rennes,94,Stade Brestois 29,106
571662,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,3.2,3,Dijon,89,Lorient,97
571668,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.25,3.1,Bordeaux,78,Nice,84
571669,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,3.2,2.65,Lens,116,Nantes,83
571671,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,3.2,3.5,Saint Etienne,1063,Strasbourg,95
571663,,2021-01-17T16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,3.7,5.75,Reims,93,Lille,79
571666,,2021-01-17T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,5.25,11,Metz,112,Lyon,80
571552,,2021-01-20T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,3.6,4.12,Lens,116,Marseille,81
