,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
105,2.0,2.0,3.0,10.0,9.0,18.0,4.0,6.0,6.0,11.0,3.0,7.0,11.0,14.0,5.0,6.0,1.0,0.0,55.0,45.0,3.0,4.0,1.0,0.0,2.0,0.0,441.0,335.0,373.0,258.0,85.0,77.0
106,6.0,2.0,5.0,4.0,19.0,8.0,8.0,2.0,8.0,4.0,11.0,4.0,12.0,12.0,7.0,5.0,1.0,1.0,58.0,42.0,0.0,1.0,0.0,0.0,2.0,2.0,501.0,343.0,436.0,276.0,87.0,80.0
107,7.0,4.0,6.0,5.0,15.0,13.0,2.0,4.0,5.0,9.0,10.0,4.0,8.0,13.0,6.0,2.0,4.0,2.0,53.0,47.0,0.0,0.0,0.0,0.0,4.0,6.0,446.0,381.0,347.0,291.0,78.0,76.0
108,3.0,2.0,3.0,6.0,8.0,14.0,2.0,6.0,3.0,7.0,5.0,7.0,10.0,11.0,4.0,7.0,2.0,2.0,34.0,66.0,3.0,1.0,1.0,0.0,2.0,1.0,300.0,573.0,206.0,487.0,69.0,85.0
109,2.0,8.0,4.0,2.0,9.0,12.0,3.0,2.0,2.0,5.0,7.0,7.0,11.0,9.0,3.0,5.0,6.0,0.0,40.0,60.0,3.0,1.0,0.0,0.0,7.0,2.0,357.0,537.0,256.0,428.0,72.0,80.0
110,5.0,7.0,3.0,5.0,11.0,14.0,3.0,2.0,6.0,8.0,5.0,6.0,8.0,10.0,10.0,1.0,5.0,4.0,41.0,59.0,0.0,0.0,0.0,0.0,7.0,3.0,333.0,487.0,248.0,404.0,74.0,83.0
111,6.0,2.0,4.0,6.0,15.0,14.0,5.0,6.0,6.0,12.0,9.0,2.0,7.0,11.0,9.0,8.0,2.0,1.0,62.0,38.0,0.0,3.0,0.0,0.0,2.0,5.0,538.0,317.0,449.0,237.0,83.0,75.0
112,9.0,3.0,7.0,5.0,24.0,9.0,8.0,1.0,17.0,4.0,7.0,5.0,7.0,12.0,8.0,3.0,4.0,2.0,47.0,53.0,2.0,6.0,0.0,1.0,0.0,5.0,456.0,522.0,381.0,446.0,84.0,85.0
113,3.0,9.0,2.0,5.0,6.0,15.0,1.0,1.0,5.0,11.0,1.0,4.0,12.0,10.0,4.0,5.0,0.0,2.0,32.0,68.0,1.0,0.0,0.0,0.0,3.0,2.0,297.0,620.0,224.0,556.0,75.0,90.0
114,3.0,7.0,2.0,2.0,9.0,11.0,4.0,2.0,6.0,8.0,3.0,3.0,7.0,10.0,4.0,2.0,3.0,4.0,47.0,53.0,0.0,1.0,0.0,0.0,4.0,2.0,483.0,561.0,412.0,488.0,85.0,87.0
115,5.0,1.0,6.0,9.0,12.0,13.0,1.0,3.0,7.0,7.0,5.0,6.0,11.0,8.0,4.0,0.0,2.0,2.0,43.0,57.0,0.0,0.0,0.0,0.0,1.0,3.0,408.0,533.0,340.0,453.0,83.0,85.0
116,2.0,9.0,4.0,12.0,8.0,29.0,2.0,8.0,2.0,14.0,6.0,15.0,9.0,6.0,1.0,6.0,0.0,1.0,37.0,63.0,2.0,3.0,0.0,0.0,8.0,2.0,394.0,615.0,305.0,542.0,77.0,88.0
117,3.0,6.0,6.0,8.0,14.0,18.0,5.0,4.0,5.0,11.0,9.0,7.0,15.0,10.0,4.0,4.0,3.0,3.0,39.0,61.0,4.0,2.0,0.0,0.0,4.0,1.0,376.0,593.0,284.0,486.0,76.0,82.0
118,5.0,2.0,3.0,9.0,10.0,15.0,2.0,4.0,6.0,8.0,4.0,7.0,14.0,19.0,5.0,7.0,0.0,2.0,39.0,61.0,3.0,4.0,0.0,0.0,1.0,2.0,284.0,417.0,182.0,347.0,64.0,83.0
119,7.0,3.0,8.0,1.0,16.0,10.0,1.0,6.0,12.0,2.0,4.0,8.0,9.0,12.0,8.0,6.0,4.0,1.0,67.0,33.0,0.0,2.0,0.0,0.0,2.0,3.0,712.0,336.0,619.0,229.0,87.0,68.0
120,9.0,6.0,7.0,1.0,24.0,7.0,8.0,0.0,16.0,4.0,8.0,3.0,14.0,9.0,13.0,2.0,1.0,1.0,67.0,33.0,3.0,0.0,0.0,0.0,5.0,8.0,534.0,268.0,468.0,186.0,88.0,69.0
121,3.0,1.0,3.0,5.0,9.0,7.0,3.0,1.0,4.0,2.0,5.0,5.0,14.0,20.0,3.0,1.0,2.0,5.0,64.0,36.0,0.0,4.0,0.0,0.0,1.0,3.0,627.0,342.0,509.0,259.0,81.0,76.0
122,6.0,5.0,3.0,6.0,14.0,16.0,5.0,5.0,11.0,9.0,3.0,7.0,7.0,17.0,5.0,7.0,2.0,3.0,43.0,57.0,3.0,2.0,0.0,0.0,5.0,2.0,447.0,556.0,364.0,485.0,81.0,87.0
123,11.0,1.0,8.0,5.0,38.0,7.0,19.0,1.0,21.0,4.0,17.0,3.0,12.0,9.0,19.0,1.0,0.0,2.0,72.0,28.0,3.0,3.0,1.0,0.0,1.0,11.0,646.0,244.0,573.0,162.0,89.0,66.0
124,1.0,3.0,2.0,5.0,6.0,9.0,3.0,1.0,2.0,7.0,4.0,2.0,9.0,16.0,2.0,0.0,0.0,1.0,37.0,63.0,0.0,2.0,0.0,0.0,0.0,0.0,449.0,762.0,366.0,695.0,82.0,91.0
125,5.0,1.0,5.0,3.0,12.0,5.0,2.0,1.0,6.0,2.0,6.0,3.0,14.0,11.0,10.0,4.0,3.0,0.0,45.0,55.0,3.0,3.0,0.0,0.0,0.0,4.0,444.0,552.0,352.0,434.0,79.0,79.0
126,8.0,2.0,7.0,4.0,17.0,6.0,2.0,0.0,13.0,3.0,4.0,3.0,16.0,16.0,8.0,4.0,4.0,2.0,68.0,32.0,3.0,1.0,0.0,0.0,1.0,7.0,611.0,278.0,540.0,191.0,88.0,69.0
127,6.0,2.0,4.0,4.0,13.0,10.0,3.0,4.0,8.0,5.0,5.0,5.0,13.0,11.0,6.0,3.0,3.0,4.0,45.0,55.0,2.0,3.0,0.0,0.0,1.0,5.0,380.0,464.0,258.0,347.0,68.0,75.0
128,5.0,4.0,4.0,4.0,14.0,12.0,5.0,4.0,8.0,3.0,6.0,9.0,19.0,17.0,3.0,8.0,1.0,0.0,40.0,60.0,3.0,3.0,0.0,0.0,4.0,4.0,288.0,429.0,198.0,333.0,69.0,78.0
129,3.0,6.0,3.0,7.0,6.0,16.0,0.0,3.0,4.0,10.0,2.0,6.0,16.0,10.0,1.0,8.0,0.0,1.0,39.0,61.0,2.0,3.0,0.0,0.0,4.0,2.0,400.0,625.0,301.0,529.0,75.0,85.0
130,1.0,5.0,6.0,4.0,10.0,10.0,3.0,1.0,5.0,5.0,5.0,5.0,9.0,13.0,2.0,3.0,3.0,2.0,42.0,58.0,3.0,3.0,0.0,0.0,3.0,1.0,401.0,574.0,305.0,474.0,76.0,83.0
131,9.0,4.0,11.0,2.0,26.0,9.0,6.0,3.0,13.0,4.0,13.0,5.0,6.0,9.0,5.0,5.0,4.0,2.0,62.0,38.0,1.0,2.0,0.0,0.0,3.0,6.0,607.0,365.0,537.0,276.0,88.0,76.0
132,12.0,2.0,12.0,4.0,32.0,9.0,8.0,3.0,24.0,3.0,8.0,6.0,9.0,14.0,12.0,2.0,5.0,0.0,65.0,35.0,1.0,1.0,0.0,0.0,1.0,10.0,610.0,332.0,532.0,241.0,87.0,73.0
133,2.0,6.0,5.0,5.0,8.0,13.0,1.0,2.0,3.0,8.0,5.0,5.0,9.0,13.0,2.0,1.0,0.0,5.0,36.0,64.0,2.0,2.0,1.0,0.0,4.0,2.0,396.0,713.0,309.0,642.0,78.0,90.0
134,3.0,4.0,5.0,2.0,9.0,13.0,1.0,7.0,5.0,11.0,4.0,2.0,17.0,13.0,5.0,7.0,4.0,2.0,55.0,45.0,1.0,3.0,0.0,0.0,3.0,2.0,487.0,389.0,373.0,279.0,77.0,72.0
135,1.0,8.0,3.0,8.0,6.0,25.0,2.0,9.0,4.0,14.0,3.0,11.0,13.0,12.0,1.0,7.0,0.0,6.0,34.0,66.0,4.0,0.0,0.0,0.0,7.0,1.0,331.0,591.0,235.0,499.0,71.0,84.0
136,6.0,2.0,4.0,4.0,16.0,6.0,6.0,0.0,11.0,3.0,5.0,3.0,20.0,16.0,7.0,1.0,6.0,1.0,67.0,33.0,1.0,4.0,0.0,0.0,2.0,6.0,634.0,314.0,538.0,228.0,85.0,73.0
137,1.0,9.0,6.0,4.0,11.0,16.0,4.0,3.0,6.0,13.0,5.0,3.0,12.0,13.0,10.0,3.0,1.0,2.0,32.0,68.0,2.0,4.0,0.0,0.0,6.0,1.0,292.0,644.0,192.0,542.0,66.0,84.0
138,11.0,3.0,7.0,5.0,22.0,9.0,4.0,1.0,12.0,3.0,10.0,6.0,10.0,12.0,5.0,1.0,5.0,0.0,57.0,43.0,1.0,0.0,0.0,0.0,3.0,9.0,587.0,426.0,496.0,327.0,84.0,77.0
139,7.0,1.0,5.0,1.0,20.0,3.0,8.0,1.0,13.0,2.0,7.0,1.0,9.0,11.0,15.0,2.0,3.0,0.0,68.0,32.0,3.0,4.0,0.0,1.0,0.0,6.0,620.0,294.0,539.0,219.0,87.0,74.0
140,3.0,6.0,4.0,4.0,10.0,14.0,3.0,4.0,9.0,9.0,1.0,5.0,9.0,8.0,8.0,3.0,0.0,1.0,63.0,37.0,1.0,1.0,0.0,0.0,3.0,2.0,555.0,326.0,460.0,239.0,83.0,73.0
141,3.0,1.0,8.0,1.0,18.0,3.0,7.0,1.0,9.0,1.0,9.0,2.0,15.0,13.0,6.0,1.0,0.0,0.0,74.0,26.0,3.0,3.0,0.0,0.0,1.0,3.0,761.0,261.0,672.0,166.0,88.0,64.0
142,3.0,4.0,8.0,2.0,18.0,11.0,7.0,5.0,10.0,6.0,8.0,5.0,10.0,18.0,6.0,5.0,3.0,3.0,61.0,39.0,1.0,4.0,0.0,1.0,3.0,2.0,576.0,370.0,494.0,283.0,86.0,76.0
143,4.0,9.0,3.0,5.0,9.0,18.0,2.0,4.0,3.0,6.0,6.0,12.0,14.0,20.0,4.0,5.0,2.0,2.0,29.0,71.0,1.0,5.0,1.0,0.0,6.0,4.0,237.0,582.0,158.0,506.0,67.0,87.0
144,3.0,0.0,6.0,4.0,9.0,5.0,0.0,1.0,4.0,3.0,5.0,2.0,16.0,20.0,1.0,3.0,1.0,1.0,46.0,54.0,3.0,3.0,0.0,0.0,0.0,1.0,416.0,479.0,320.0,379.0,77.0,79.0
145,0.0,6.0,4.0,3.0,8.0,12.0,4.0,3.0,4.0,7.0,4.0,5.0,17.0,16.0,3.0,3.0,3.0,1.0,45.0,55.0,2.0,1.0,0.0,0.0,4.0,0.0,385.0,471.0,274.0,369.0,71.0,78.0
146,6.0,1.0,8.0,1.0,19.0,3.0,5.0,1.0,8.0,2.0,11.0,1.0,10.0,8.0,7.0,4.0,2.0,1.0,69.0,31.0,1.0,1.0,0.0,1.0,1.0,6.0,643.0,288.0,556.0,199.0,86.0,69.0
147,6.0,4.0,5.0,5.0,12.0,12.0,1.0,3.0,8.0,8.0,4.0,4.0,11.0,13.0,5.0,2.0,1.0,2.0,55.0,45.0,2.0,2.0,0.0,0.0,3.0,5.0,519.0,425.0,438.0,345.0,84.0,81.0
148,4.0,4.0,1.0,4.0,9.0,10.0,4.0,2.0,5.0,5.0,4.0,5.0,14.0,10.0,5.0,9.0,2.0,4.0,50.0,50.0,1.0,0.0,0.0,0.0,4.0,2.0,524.0,530.0,454.0,452.0,87.0,85.0
149,7.0,2.0,5.0,6.0,14.0,8.0,2.0,0.0,10.0,5.0,4.0,3.0,14.0,15.0,8.0,3.0,2.0,1.0,60.0,40.0,1.0,2.0,0.0,0.0,1.0,4.0,530.0,356.0,432.0,272.0,82.0,76.0
150,6.0,1.0,7.0,8.0,17.0,11.0,4.0,2.0,10.0,3.0,7.0,8.0,7.0,10.0,7.0,3.0,0.0,3.0,52.0,48.0,2.0,1.0,0.0,0.0,1.0,6.0,484.0,450.0,395.0,371.0,82.0,82.0
151,2.0,1.0,3.0,2.0,9.0,6.0,4.0,3.0,6.0,2.0,3.0,4.0,16.0,10.0,3.0,6.0,0.0,1.0,58.0,42.0,2.0,0.0,0.0,0.0,1.0,0.0,542.0,360.0,478.0,294.0,88.0,82.0
152,6.0,4.0,4.0,4.0,12.0,13.0,2.0,5.0,6.0,8.0,6.0,5.0,10.0,14.0,5.0,6.0,5.0,0.0,42.0,58.0,0.0,0.0,0.0,0.0,3.0,5.0,361.0,483.0,262.0,384.0,73.0,80.0
153,4.0,7.0,5.0,5.0,11.0,13.0,2.0,1.0,8.0,10.0,3.0,3.0,16.0,10.0,7.0,4.0,0.0,1.0,33.0,67.0,3.0,1.0,0.0,0.0,5.0,3.0,283.0,580.0,174.0,486.0,61.0,84.0
154,9.0,1.0,7.0,4.0,21.0,8.0,5.0,3.0,10.0,1.0,12.0,7.0,14.0,11.0,9.0,2.0,3.0,1.0,54.0,46.0,2.0,1.0,0.0,0.0,1.0,8.0,482.0,395.0,400.0,308.0,83.0,78.0
155,2.0,9.0,1.0,8.0,11.0,20.0,8.0,3.0,7.0,15.0,4.0,5.0,11.0,8.0,5.0,4.0,0.0,1.0,33.0,67.0,1.0,1.0,0.0,0.0,6.0,2.0,283.0,569.0,209.0,507.0,74.0,89.0
156,6.0,0.0,4.0,3.0,11.0,7.0,1.0,4.0,8.0,2.0,3.0,6.0,5.0,15.0,6.0,3.0,4.0,3.0,52.0,48.0,2.0,1.0,0.0,0.0,0.0,3.0,544.0,502.0,457.0,409.0,84.0,81.0
157,1.0,2.0,7.0,6.0,12.0,13.0,4.0,5.0,6.0,6.0,6.0,7.0,10.0,14.0,5.0,3.0,1.0,2.0,52.0,48.0,2.0,2.0,0.0,0.0,2.0,0.0,422.0,367.0,332.0,279.0,79.0,76.0
158,3.0,2.0,6.0,2.0,13.0,10.0,4.0,6.0,9.0,5.0,4.0,5.0,16.0,11.0,10.0,9.0,3.0,1.0,56.0,44.0,5.0,4.0,0.0,0.0,1.0,1.0,398.0,297.0,299.0,200.0,75.0,67.0
159,8.0,2.0,5.0,1.0,19.0,3.0,6.0,0.0,12.0,1.0,7.0,2.0,7.0,9.0,13.0,1.0,0.0,6.0,72.0,28.0,0.0,2.0,0.0,0.0,1.0,7.0,661.0,255.0,573.0,160.0,87.0,63.0
160,3.0,8.0,4.0,3.0,10.0,21.0,3.0,10.0,4.0,9.0,6.0,12.0,16.0,15.0,2.0,8.0,1.0,1.0,34.0,66.0,2.0,3.0,0.0,0.0,7.0,1.0,294.0,557.0,197.0,452.0,67.0,81.0
161,6.0,3.0,4.0,4.0,17.0,13.0,7.0,6.0,12.0,7.0,5.0,6.0,15.0,12.0,8.0,8.0,2.0,1.0,49.0,51.0,2.0,3.0,0.0,0.0,3.0,4.0,410.0,418.0,333.0,351.0,81.0,84.0
162,9.0,0.0,5.0,1.0,21.0,1.0,7.0,0.0,15.0,1.0,6.0,0.0,5.0,16.0,4.0,2.0,2.0,1.0,60.0,40.0,0.0,3.0,0.0,0.0,0.0,4.0,685.0,463.0,616.0,380.0,90.0,82.0
163,6.0,3.0,6.0,3.0,14.0,6.0,2.0,0.0,9.0,4.0,5.0,2.0,13.0,12.0,10.0,3.0,1.0,4.0,62.0,38.0,5.0,2.0,0.0,0.0,2.0,5.0,500.0,308.0,386.0,204.0,77.0,66.0
164,7.0,1.0,7.0,11.0,17.0,13.0,3.0,1.0,11.0,8.0,6.0,5.0,11.0,15.0,5.0,2.0,0.0,0.0,52.0,48.0,0.0,2.0,0.0,0.0,1.0,5.0,461.0,415.0,365.0,323.0,79.0,78.0
165,6.0,2.0,4.0,4.0,13.0,10.0,3.0,4.0,8.0,5.0,5.0,5.0,13.0,11.0,6.0,3.0,3.0,4.0,45.0,55.0,2.0,3.0,0.0,0.0,1.0,5.0,380.0,464.0,258.0,347.0,68.0,75.0
166,6.0,4.0,4.0,4.0,11.0,11.0,1.0,3.0,10.0,8.0,1.0,3.0,11.0,16.0,2.0,4.0,3.0,3.0,47.0,53.0,2.0,2.0,0.0,0.0,2.0,3.0,357.0,400.0,262.0,287.0,73.0,72.0
167,4.0,3.0,5.0,6.0,14.0,9.0,5.0,0.0,10.0,7.0,4.0,2.0,10.0,10.0,8.0,3.0,1.0,2.0,41.0,59.0,3.0,1.0,1.0,0.0,0.0,2.0,358.0,530.0,250.0,420.0,70.0,79.0
168,1.0,4.0,3.0,5.0,6.0,11.0,2.0,2.0,3.0,9.0,3.0,2.0,13.0,9.0,1.0,6.0,1.0,1.0,32.0,68.0,3.0,1.0,0.0,0.0,2.0,1.0,285.0,607.0,180.0,500.0,63.0,82.0
169,2.0,3.0,3.0,5.0,7.0,8.0,2.0,0.0,1.0,5.0,6.0,3.0,14.0,7.0,3.0,4.0,3.0,3.0,42.0,58.0,3.0,0.0,0.0,0.0,1.0,2.0,393.0,549.0,266.0,407.0,68.0,74.0
170,4.0,7.0,5.0,7.0,13.0,20.0,4.0,6.0,8.0,13.0,5.0,8.0,10.0,13.0,5.0,5.0,4.0,0.0,43.0,57.0,2.0,2.0,0.0,0.0,6.0,2.0,405.0,525.0,289.0,425.0,71.0,81.0
171,6.0,3.0,5.0,6.0,17.0,12.0,6.0,3.0,10.0,7.0,7.0,5.0,5.0,14.0,10.0,8.0,4.0,2.0,54.0,46.0,0.0,1.0,0.0,0.0,3.0,3.0,487.0,403.0,367.0,297.0,75.0,74.0
172,4.0,5.0,1.0,4.0,6.0,13.0,1.0,4.0,5.0,5.0,1.0,8.0,17.0,7.0,3.0,6.0,4.0,4.0,29.0,71.0,2.0,2.0,0.0,0.0,4.0,0.0,270.0,672.0,183.0,593.0,68.0,88.0
173,2.0,8.0,2.0,6.0,8.0,17.0,4.0,3.0,5.0,9.0,3.0,8.0,10.0,15.0,8.0,7.0,1.0,1.0,44.0,56.0,0.0,1.0,0.0,0.0,7.0,2.0,371.0,476.0,272.0,379.0,73.0,80.0
174,7.0,5.0,5.0,7.0,14.0,15.0,2.0,3.0,9.0,9.0,5.0,7.0,21.0,12.0,5.0,5.0,1.0,3.0,47.0,53.0,1.0,0.0,0.0,0.0,5.0,5.0,422.0,485.0,329.0,383.0,78.0,79.0
175,10.0,8.0,2.0,8.0,15.0,18.0,3.0,2.0,12.0,8.0,3.0,10.0,14.0,4.0,4.0,8.0,4.0,0.0,45.0,55.0,3.0,1.0,0.0,0.0,5.0,4.0,477.0,555.0,391.0,477.0,82.0,86.0
176,3.0,3.0,4.0,3.0,9.0,7.0,2.0,1.0,6.0,5.0,3.0,2.0,14.0,9.0,5.0,2.0,0.0,2.0,45.0,55.0,2.0,0.0,0.0,0.0,3.0,3.0,470.0,562.0,344.0,455.0,73.0,81.0
177,8.0,1.0,9.0,3.0,20.0,10.0,3.0,6.0,16.0,8.0,4.0,2.0,10.0,16.0,10.0,6.0,1.0,0.0,63.0,37.0,0.0,2.0,0.0,0.0,1.0,6.0,512.0,285.0,427.0,182.0,83.0,64.0
178,7.0,4.0,5.0,1.0,20.0,8.0,8.0,3.0,11.0,4.0,9.0,4.0,9.0,14.0,7.0,2.0,2.0,4.0,51.0,49.0,1.0,2.0,0.0,0.0,2.0,4.0,462.0,440.0,367.0,328.0,79.0,75.0
179,5.0,2.0,6.0,1.0,16.0,5.0,5.0,2.0,8.0,1.0,8.0,4.0,8.0,12.0,4.0,6.0,0.0,0.0,62.0,38.0,1.0,2.0,0.0,0.0,2.0,2.0,605.0,352.0,489.0,248.0,81.0,70.0
180,8.0,0.0,4.0,4.0,14.0,6.0,2.0,2.0,12.0,4.0,2.0,2.0,9.0,7.0,5.0,8.0,4.0,0.0,51.0,49.0,2.0,0.0,0.0,1.0,0.0,4.0,469.0,425.0,377.0,316.0,80.0,74.0
181,6.0,4.0,1.0,3.0,10.0,9.0,3.0,2.0,6.0,5.0,4.0,4.0,17.0,10.0,2.0,3.0,1.0,1.0,51.0,49.0,1.0,3.0,0.0,0.0,3.0,2.0,472.0,429.0,368.0,312.0,78.0,73.0
182,3.0,4.0,8.0,2.0,18.0,11.0,7.0,5.0,10.0,6.0,8.0,5.0,10.0,18.0,6.0,5.0,3.0,3.0,61.0,39.0,1.0,4.0,0.0,1.0,3.0,2.0,576.0,370.0,494.0,283.0,86.0,76.0
183,7.0,4.0,1.0,1.0,12.0,6.0,4.0,1.0,7.0,4.0,5.0,2.0,8.0,15.0,4.0,6.0,0.0,0.0,60.0,40.0,2.0,2.0,0.0,0.0,2.0,3.0,594.0,382.0,479.0,279.0,81.0,73.0
184,7.0,6.0,9.0,4.0,29.0,13.0,13.0,3.0,17.0,7.0,13.0,6.0,15.0,14.0,6.0,7.0,3.0,0.0,63.0,37.0,2.0,0.0,0.0,0.0,3.0,5.0,529.0,301.0,446.0,197.0,84.0,65.0
185,3.0,0.0,5.0,3.0,15.0,4.0,7.0,1.0,8.0,1.0,7.0,3.0,9.0,15.0,8.0,4.0,1.0,2.0,40.0,60.0,2.0,3.0,0.0,0.0,0.0,3.0,346.0,524.0,257.0,430.0,74.0,82.0
186,3.0,5.0,7.0,3.0,12.0,11.0,2.0,3.0,6.0,8.0,6.0,3.0,13.0,11.0,2.0,4.0,2.0,1.0,49.0,51.0,3.0,4.0,0.0,0.0,2.0,2.0,423.0,426.0,332.0,340.0,78.0,80.0
187,4.0,2.0,2.0,5.0,9.0,9.0,3.0,2.0,8.0,4.0,1.0,5.0,5.0,13.0,9.0,5.0,0.0,0.0,37.0,63.0,0.0,0.0,0.0,0.0,2.0,3.0,341.0,568.0,260.0,490.0,76.0,86.0
188,6.0,2.0,4.0,6.0,15.0,14.0,5.0,6.0,6.0,12.0,9.0,2.0,7.0,11.0,9.0,8.0,2.0,1.0,62.0,38.0,0.0,3.0,0.0,0.0,2.0,5.0,538.0,317.0,449.0,237.0,83.0,75.0
189,9.0,7.0,3.0,8.0,17.0,22.0,5.0,7.0,13.0,15.0,4.0,7.0,10.0,15.0,4.0,6.0,0.0,1.0,49.0,51.0,2.0,4.0,1.0,0.0,6.0,6.0,438.0,428.0,369.0,366.0,84.0,86.0
190,3.0,9.0,5.0,6.0,10.0,17.0,2.0,2.0,6.0,11.0,4.0,6.0,10.0,14.0,7.0,4.0,3.0,2.0,47.0,53.0,3.0,2.0,0.0,0.0,7.0,3.0,353.0,383.0,249.0,297.0,71.0,78.0
191,2.0,5.0,1.0,13.0,3.0,26.0,0.0,8.0,0.0,9.0,3.0,17.0,14.0,5.0,1.0,12.0,3.0,0.0,19.0,81.0,0.0,1.0,0.0,0.0,5.0,0.0,210.0,848.0,130.0,765.0,62.0,90.0
192,10.0,0.0,7.0,4.0,22.0,6.0,5.0,2.0,14.0,4.0,8.0,2.0,6.0,9.0,9.0,5.0,1.0,2.0,60.0,40.0,2.0,2.0,0.0,0.0,0.0,6.0,626.0,410.0,545.0,314.0,87.0,77.0
193,2.0,3.0,6.0,8.0,13.0,11.0,5.0,0.0,5.0,5.0,8.0,6.0,13.0,3.0,5.0,9.0,0.0,3.0,39.0,61.0,2.0,0.0,0.0,0.0,2.0,1.0,394.0,615.0,314.0,528.0,80.0,86.0
194,6.0,2.0,3.0,4.0,14.0,7.0,5.0,1.0,8.0,3.0,7.0,4.0,10.0,9.0,7.0,1.0,2.0,4.0,59.0,41.0,0.0,1.0,0.0,0.0,2.0,4.0,517.0,361.0,393.0,248.0,76.0,69.0
195,4.0,2.0,3.0,4.0,13.0,12.0,6.0,6.0,10.0,5.0,3.0,7.0,11.0,15.0,7.0,6.0,5.0,0.0,43.0,57.0,1.0,3.0,0.0,0.0,2.0,2.0,349.0,469.0,241.0,348.0,69.0,74.0
196,1.0,3.0,6.0,8.0,10.0,18.0,3.0,7.0,5.0,13.0,5.0,5.0,2.0,3.0,2.0,6.0,4.0,0.0,32.0,68.0,0.0,0.0,0.0,0.0,2.0,1.0,351.0,741.0,246.0,637.0,70.0,86.0
197,14.0,1.0,9.0,4.0,34.0,6.0,11.0,1.0,24.0,4.0,10.0,2.0,11.0,10.0,8.0,4.0,0.0,1.0,64.0,36.0,1.0,2.0,0.0,0.0,0.0,11.0,553.0,307.0,469.0,211.0,85.0,69.0
198,3.0,8.0,4.0,3.0,10.0,21.0,3.0,10.0,4.0,9.0,6.0,12.0,16.0,15.0,2.0,8.0,1.0,1.0,34.0,66.0,2.0,3.0,0.0,0.0,7.0,1.0,294.0,557.0,197.0,452.0,67.0,81.0
199,11.0,1.0,8.0,5.0,38.0,7.0,19.0,1.0,21.0,4.0,17.0,3.0,12.0,9.0,19.0,1.0,0.0,2.0,72.0,28.0,3.0,3.0,1.0,0.0,1.0,11.0,646.0,244.0,573.0,162.0,89.0,66.0
200,7.0,5.0,6.0,7.0,14.0,16.0,1.0,4.0,9.0,8.0,5.0,8.0,11.0,12.0,4.0,7.0,3.0,3.0,38.0,62.0,1.0,2.0,0.0,0.0,3.0,3.0,328.0,508.0,214.0,400.0,65.0,79.0
201,6.0,2.0,8.0,2.0,16.0,5.0,2.0,1.0,7.0,2.0,9.0,3.0,12.0,12.0,4.0,3.0,2.0,3.0,45.0,55.0,0.0,0.0,0.0,0.0,2.0,2.0,401.0,482.0,313.0,389.0,78.0,81.0
202,5.0,5.0,0.0,8.0,10.0,21.0,5.0,8.0,5.0,12.0,5.0,9.0,8.0,15.0,5.0,8.0,4.0,3.0,33.0,67.0,2.0,3.0,0.0,0.0,3.0,4.0,266.0,545.0,146.0,443.0,55.0,81.0
203,4.0,4.0,3.0,5.0,10.0,14.0,3.0,5.0,6.0,7.0,4.0,7.0,7.0,13.0,4.0,9.0,3.0,5.0,55.0,45.0,3.0,2.0,0.0,0.0,4.0,2.0,448.0,339.0,349.0,246.0,78.0,73.0
204,7.0,4.0,6.0,8.0,15.0,18.0,2.0,6.0,12.0,8.0,3.0,10.0,14.0,18.0,4.0,11.0,5.0,0.0,30.0,70.0,2.0,2.0,0.0,0.0,2.0,4.0,242.0,545.0,139.0,447.0,57.0,82.0
205,7.0,2.0,10.0,4.0,20.0,8.0,3.0,2.0,10.0,3.0,10.0,5.0,12.0,15.0,6.0,1.0,0.0,3.0,58.0,42.0,0.0,2.0,0.0,0.0,2.0,6.0,440.0,312.0,352.0,197.0,80.0,63.0
206,9.0,2.0,12.0,1.0,30.0,5.0,9.0,2.0,13.0,4.0,17.0,1.0,10.0,11.0,11.0,2.0,0.0,2.0,60.0,40.0,1.0,2.0,0.0,0.0,1.0,7.0,482.0,325.0,401.0,202.0,83.0,62.0
207,4.0,2.0,2.0,4.0,6.0,8.0,0.0,2.0,2.0,4.0,4.0,4.0,17.0,18.0,7.0,3.0,3.0,4.0,45.0,55.0,6.0,5.0,0.0,0.0,2.0,3.0,321.0,396.0,190.0,275.0,59.0,69.0
208,6.0,3.0,8.0,5.0,16.0,11.0,2.0,3.0,11.0,5.0,5.0,6.0,10.0,9.0,6.0,2.0,3.0,2.0,45.0,55.0,1.0,1.0,0.0,0.0,2.0,2.0,344.0,418.0,233.0,314.0,68.0,75.0
209,3.0,3.0,4.0,6.0,14.0,11.0,7.0,2.0,5.0,6.0,9.0,5.0,11.0,11.0,8.0,8.0,3.0,3.0,55.0,45.0,4.0,3.0,1.0,0.0,1.0,1.0,450.0,357.0,359.0,247.0,80.0,69.0
