,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
747,1.0,2.0,3.0,7.0,9.0,13.0,5.0,4.0,5.0,6.0,4.0,7.0,18.0,14.0,4.0,6.0,2.0,2.0,35.0,65.0,4.0,3.0,0.0,1.0,1.0,0.0,258.0,463.0,168.0,370.0,65.0,80.0
748,2.0,4.0,6.0,3.0,11.0,9.0,3.0,2.0,5.0,8.0,6.0,1.0,8.0,8.0,6.0,4.0,1.0,1.0,51.0,49.0,0.0,1.0,0.0,0.0,2.0,0.0,554.0,530.0,463.0,445.0,84.0,84.0
749,9.0,7.0,8.0,4.0,22.0,16.0,5.0,5.0,17.0,9.0,5.0,7.0,20.0,15.0,5.0,6.0,0.0,0.0,51.0,49.0,4.0,2.0,0.0,0.0,5.0,6.0,358.0,340.0,270.0,257.0,75.0,76.0
750,7.0,5.0,8.0,4.0,20.0,11.0,5.0,2.0,12.0,8.0,8.0,3.0,10.0,14.0,6.0,5.0,2.0,0.0,58.0,42.0,0.0,1.0,0.0,0.0,2.0,4.0,478.0,354.0,394.0,234.0,82.0,66.0
751,3.0,4.0,3.0,7.0,7.0,12.0,1.0,1.0,6.0,8.0,1.0,4.0,16.0,9.0,5.0,5.0,2.0,1.0,45.0,55.0,2.0,2.0,0.0,0.0,3.0,1.0,385.0,454.0,259.0,357.0,67.0,79.0
752,8.0,2.0,7.0,4.0,21.0,7.0,6.0,1.0,13.0,2.0,8.0,5.0,11.0,5.0,5.0,0.0,2.0,3.0,65.0,35.0,2.0,2.0,0.0,0.0,2.0,5.0,680.0,347.0,596.0,266.0,88.0,77.0
753,6.0,1.0,5.0,3.0,14.0,5.0,3.0,1.0,7.0,4.0,7.0,1.0,12.0,12.0,4.0,3.0,2.0,0.0,46.0,54.0,5.0,1.0,0.0,0.0,1.0,5.0,361.0,413.0,267.0,321.0,74.0,78.0
754,4.0,3.0,6.0,2.0,14.0,7.0,4.0,2.0,7.0,4.0,7.0,3.0,14.0,10.0,7.0,1.0,2.0,0.0,47.0,53.0,1.0,2.0,0.0,1.0,1.0,2.0,367.0,416.0,285.0,322.0,78.0,77.0
755,3.0,0.0,5.0,3.0,15.0,4.0,7.0,1.0,8.0,1.0,7.0,3.0,9.0,15.0,8.0,4.0,1.0,2.0,40.0,60.0,2.0,3.0,0.0,0.0,0.0,3.0,346.0,524.0,257.0,430.0,74.0,82.0
756,4.0,4.0,7.0,4.0,19.0,12.0,8.0,4.0,9.0,8.0,10.0,4.0,12.0,3.0,5.0,3.0,2.0,4.0,57.0,43.0,1.0,0.0,0.0,0.0,4.0,4.0,507.0,374.0,402.0,292.0,79.0,78.0
757,5.0,5.0,7.0,4.0,13.0,11.0,1.0,2.0,6.0,6.0,7.0,5.0,8.0,9.0,3.0,7.0,3.0,0.0,32.0,68.0,4.0,2.0,0.0,0.0,5.0,4.0,272.0,571.0,184.0,447.0,68.0,78.0
758,3.0,11.0,6.0,14.0,10.0,26.0,1.0,1.0,7.0,15.0,3.0,11.0,5.0,10.0,4.0,6.0,3.0,3.0,33.0,67.0,2.0,0.0,0.0,0.0,7.0,3.0,289.0,594.0,206.0,515.0,71.0,87.0
759,1.0,4.0,7.0,5.0,9.0,14.0,1.0,5.0,4.0,6.0,5.0,8.0,11.0,14.0,2.0,5.0,0.0,3.0,44.0,56.0,2.0,2.0,0.0,0.0,2.0,0.0,396.0,489.0,278.0,374.0,70.0,76.0
